id,name,slug,release_date,median_output_tokens_per_second,median_time_to_first_token_seconds,median_time_to_first_answer_token,model_creator_id,model_creator_name,model_creator_slug,evaluations_artificial_analysis_intelligence_index,evaluations_artificial_analysis_coding_index,evaluations_artificial_analysis_math_index,evaluations_mmlu_pro,evaluations_gpqa,evaluations_hle,evaluations_livecodebench,evaluations_scicode,evaluations_math_500,evaluations_aime,evaluations_aime_25,evaluations_ifbench,evaluations_lcr,pricing_price_1m_blended_3_to_1,pricing_price_1m_input_tokens,pricing_price_1m_output_tokens
5962d643-0a6f-4630-bb08-ab5720d80056,Qwen3 1.7B (Reasoning),qwen3-1.7b-instruct-reasoning,2025-04-28,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,26.9,17.5,70.2,0.57,0.356,0.048,0.308,0.043,0.894,0.51,,,,0.398,0.11,1.26
d1768b3a-0a21-4e08-b3f6-56a9ab6cfbf3,Qwen1.5 Chat 110B,qwen1.5-110b-chat,2024-04-25,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,13.2,,,,0.289,,,,,,,,,0.0,0.0,0.0
ecc6524a-d521-458a-8327-5009e8ce6549,Qwen3 14B,qwen3-14b-instruct,2025-04-28,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,29.8,27.3,57.6,0.675,0.47,0.042,0.28,0.265,0.871,0.28,,,,0.613,0.35,1.4
9dba61f5-78ee-4190-8d1d-8e7063ffd386,Qwen3 8B (Reasoning),qwen3-8b-instruct-reasoning,2025-04-28,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,40.8,31.6,82.5,0.743,0.589,0.042,0.406,0.226,0.904,0.747,,,,0.66,0.18,2.1
0e5f6140-1154-4583-a3e0-8c032a338892,Qwen3 0.6B,qwen3-0.6b-instruct,2025-04-28,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,4.5,5.7,26.9,0.231,0.231,0.052,0.073,0.041,0.521,0.017,,,,0.188,0.11,0.42
191a2097-cce3-49cf-881e-0c790892059f,Qwen3 4B (Reasoning),qwen3-4b-instruct-reasoning,2025-04-28,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,36.4,25.0,79.5,0.696,0.522,0.051,0.465,0.035,0.933,0.657,,,,0.398,0.11,1.26
2bb84433-f38e-4edc-9b65-4d7b1f473db9,Qwen3 1.7B,qwen3-1.7b-instruct,2025-04-28,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,13.2,9.8,40.7,0.411,0.283,0.052,0.126,0.069,0.717,0.097,,,,0.188,0.11,0.42
b2dd592a-fbc5-458a-b26d-f3964cbab82f,Qwen3 8B,qwen3-8b-instruct,2025-04-28,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,25.4,18.5,53.6,0.643,0.452,0.028,0.202,0.168,0.828,0.243,,,,0.31,0.18,0.7
41f73c27-880c-4f30-8b07-9999ce89a4ae,Qwen Chat 72B,qwen-chat-72b,2023-11-30,,,,d874d370-74d3-4fa0-ba00-5272f92f946b,Alibaba,alibaba,10.0,,,,,,,,,,,,,1.0,1.0,1.0
fb779453-2f07-4250-b46e-2223ddda0bd2,Yi-Large,yi-large,2024-05-13,,,,647d7f2e-1c81-44bd-b176-2a04d232ad07,01.AI,01-ai,16.2,14.8,31.4,0.586,0.363,0.032,0.108,0.188,0.562,0.067,,,,0.0,0.0,0.0
8b1a70d1-e05f-426b-9122-023d4629ab47,GPT-3.5 Turbo (0613),gpt-3-5-turbo-0613,,,,,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,,,,,,,,,,,,,,0.0,0.0,0.0
