id,name,slug,release_date,median_output_tokens_per_second,median_time_to_first_token_seconds,median_time_to_first_answer_token,model_creator_id,model_creator_name,model_creator_slug,evaluations_artificial_analysis_intelligence_index,evaluations_artificial_analysis_coding_index,evaluations_artificial_analysis_math_index,evaluations_mmlu_pro,evaluations_gpqa,evaluations_hle,evaluations_livecodebench,evaluations_scicode,evaluations_math_500,evaluations_aime,evaluations_aime_25,evaluations_ifbench,evaluations_lcr,pricing_price_1m_blended_3_to_1,pricing_price_1m_input_tokens,pricing_price_1m_output_tokens
b5c1c91a-7474-4409-9a9c-9c2ac45d9eb6,GPT-4o mini,gpt-4o-mini,2024-07-18,63.107,0.461,0.461,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,24.3,23.1,45.3,0.648,0.426,0.04,0.234,0.229,0.789,0.117,0.147,0.31,,0.263,0.15,0.6
16c5b637-8bce-4252-81f2-1b87a36a4e4c,o3,o3,2025-04-16,222.519,13.957,13.957,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,67.1,59.7,94.8,0.853,0.827,0.2,0.784,0.41,0.992,0.903,0.883,0.714,0.693,3.5,2.0,8.0
4c111fbc-d13a-42b4-858c-1dc17fe3c1d1,Grok-1,grok-1,2024-03-17,,,,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,21.2,,,,,,,,,,,,,0.0,0.0,0.0
076f2674-bc4b-4925-be59-50832eb8c090,o3-mini (high),o3-mini-high,2025-01-31,155.663,44.17,44.17,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,55.5,56.6,92.2,0.802,0.773,0.123,0.734,0.398,0.985,0.86,,,,1.925,1.1,4.4
f0083258-8646-45b8-8082-7aaf6c2ea82a,gpt-oss-120B,gpt-oss-120b,2025-08-05,198.888,0.417,10.472,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,61.3,50.1,,0.808,0.782,0.185,0.639,0.362,,,0.934,0.69,0.507,0.263,0.15,0.6
36f73aaf-d38a-4b56-a2b3-d04d17186910,gpt-oss-20B,gpt-oss-20b,2025-08-05,261.216,0.416,8.072,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,49.0,53.7,,0.736,0.617,0.085,0.721,0.354,,,0.617,0.605,0.187,0.087,0.05,0.2
9f7c7566-a704-49a2-a383-cb3181da33a4,GPT-4.1 mini,gpt-4-1-mini,2025-04-14,93.798,0.412,0.412,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,42.2,44.3,67.8,0.781,0.664,0.046,0.483,0.404,0.925,0.43,,,,0.7,0.4,1.6
8eb02396-f231-4189-ae15-05f7facebd9b,GPT-5 nano,gpt-5-nano,2025-08-07,215.523,31.042,31.042,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,53.8,47.1,,0.772,0.67,0.076,0.603,0.338,,,0.783,0.659,0.4,0.138,0.05,0.4
84b49308-6b93-47aa-a4f6-776ee1a1e8cd,o4-mini (high),o4-mini,2025-04-16,123.123,41.632,41.632,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,65.0,63.5,96.4,0.832,0.784,0.175,0.804,0.465,0.989,0.94,0.907,0.687,0.55,1.925,1.1,4.4
7f3c9423-3ee3-4369-a6d9-3f2a40aff00e,GPT-5 (low),gpt-5-low,2025-08-07,199.422,16.84,16.84,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,63.4,57.0,90.9,0.86,0.808,0.184,0.749,0.391,0.987,0.83,0.83,0.666,0.587,3.438,1.25,10.0
72c358fd-7d45-4d68-89aa-699743710924,GPT-4.1 nano,gpt-4-1-nano,2025-04-14,116.033,0.395,0.395,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,29.9,29.3,54.2,0.657,0.512,0.039,0.326,0.259,0.848,0.237,,,,0.175,0.1,0.4
5e965af0-ca5c-4f47-9ba9-06000508b84a,GPT-5 (medium),gpt-5-medium,2025-08-07,161.097,42.535,42.535,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,67.5,55.4,95.4,0.867,0.842,0.235,0.696,0.411,0.991,0.917,0.917,0.706,0.728,3.438,1.25,10.0
48e50f00-1fd1-4acc-b337-61078aa341e6,GPT-5 (high),gpt-5,2025-08-07,75.396,83.918,83.918,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,69.0,54.9,97.5,0.871,0.854,0.265,0.668,0.429,0.994,0.957,0.943,0.731,0.756,3.438,1.25,10.0
3b608b70-6434-4baa-99ad-45d499703c67,GPT-4.1,gpt-4-1,2025-04-14,120.502,0.52,0.52,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,46.8,41.9,67.5,0.806,0.666,0.046,0.457,0.381,0.913,0.437,0.347,0.43,0.61,3.5,2.0,8.0
2dad8957-4c16-4e74-bf2d-8b21514e0ae9,o3-mini,o3-mini,2025-01-31,150.785,15.335,15.335,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,52.7,55.8,87.2,0.791,0.748,0.087,0.717,0.399,0.973,0.77,,,,1.925,1.1,4.4
ca04852c-eaae-4881-a208-f9b2ca3b7cd6,o3-pro,o3-pro,2025-06-10,23.133,98.441,98.441,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,67.5,,,,0.845,,,,,,,,,35.0,20.0,80.0
c3738fb0-3408-4430-a699-760ae4b70c93,GPT-5 (minimal),gpt-5-minimal,2025-08-07,124.447,0.993,0.993,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,43.8,47.3,61.4,0.806,0.673,0.054,0.558,0.388,0.861,0.367,0.317,0.456,0.25,3.438,1.25,10.0
515852e7-ba9c-4571-8cf9-82ad6b45f22f,PALM-2,palm-2,2023-05-10,,,,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,9.0,,,,,,,,,,,,,0.0,0.0,0.0
c3274a19-6d3c-4d01-ab9b-5055a0a40429,GPT-5 mini,gpt-5-mini,2025-08-07,116.765,21.706,21.706,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,63.7,54.9,,0.828,0.803,0.146,0.688,0.41,,,0.85,0.712,0.66,0.688,0.25,2.0
b4784397-aa28-411b-b011-9c4331bfa9c8,GPT-4o (ChatGPT),gpt-4o-chatgpt,2025-02-15,,,,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,28.6,,45.0,0.773,0.511,0.037,,0.334,0.797,0.103,,,0.53,7.5,5.0,15.0
976cc8ad-7904-4056-83c5-960181f47d5f,Llama 3.3 Instruct 70B,llama-3-3-instruct-70b,2024-12-06,122.415,0.375,0.375,e1694725-0192-4e54-b1b8-c97e816c6cbe,Meta,meta,31.2,27.4,53.6,0.713,0.498,0.04,0.288,0.26,0.773,0.3,0.077,0.471,0.15,0.58,0.58,0.64
45c87531-2d57-48e0-8012-202cd636189e,Llama 3.1 Instruct 405B,llama-3-1-instruct-405b,2024-07-23,33.148,0.638,0.638,e1694725-0192-4e54-b1b8-c97e816c6cbe,Meta,meta,29.3,30.2,45.8,0.732,0.515,0.042,0.305,0.299,0.703,0.213,,,,3.25,3.25,3.25
9ca71ac4-41c8-42c0-87dd-5704a9e5b94d,Llama 3.2 Instruct 90B (Vision),llama-3-2-instruct-90b-vision,2024-09-25,33.791,0.331,0.331,e1694725-0192-4e54-b1b8-c97e816c6cbe,Meta,meta,21.9,22.7,34.0,0.671,0.432,0.049,0.214,0.24,0.629,0.05,,,,0.541,0.535,0.56
5fb47ff6-a30e-4c2c-96f2-55e95a13390f,Llama 3.2 Instruct 11B (Vision),llama-3-2-instruct-11b-vision,2024-09-25,61.537,0.438,0.438,e1694725-0192-4e54-b1b8-c97e816c6cbe,Meta,meta,13.2,,30.5,0.464,0.221,0.052,0.11,,0.516,0.093,,,,0.105,0.105,0.105
adf9a85e-abc3-4f28-937b-db6655cc5238,Llama 4 Scout,llama-4-scout,2025-04-05,130.451,0.359,0.359,e1694725-0192-4e54-b1b8-c97e816c6cbe,Meta,meta,33.1,23.5,56.4,0.752,0.587,0.043,0.299,0.17,0.844,0.283,0.14,0.395,0.258,0.2,0.11,0.5
922c69c7-9037-43c6-8bcf-a1c555e7f3eb,Llama 4 Maverick,llama-4-maverick,2025-04-05,172.103,0.303,0.303,e1694725-0192-4e54-b1b8-c97e816c6cbe,Meta,meta,41.7,36.4,63.9,0.809,0.671,0.048,0.397,0.331,0.889,0.39,0.193,0.43,0.46,0.386,0.23,0.85
222fb320-6e55-4672-846a-b6d5a24a45f4,Gemma 3 4B Instruct,gemma-3-4b,2025-03-12,,,,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,13.5,9.3,41.5,0.417,0.291,0.052,0.112,0.073,0.766,0.063,0.127,0.283,,0.025,0.02,0.04
2bfdd17a-e027-4068-a54e-b0e90a6df118,Gemma 3 27B Instruct,gemma-3-27b,2025-03-12,60.645,0.639,0.639,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,25.2,17.4,56.8,0.669,0.428,0.047,0.137,0.212,0.883,0.253,0.207,0.318,0.0,0.0,0.0,0.0
a8c67863-9d66-44dd-8d27-f58654ecde03,Gemma 3n E2B Instruct,gemma-3n-e2b,2025-06-26,57.761,0.282,0.282,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,10.4,7.4,39.1,0.378,0.229,0.04,0.095,0.052,0.691,0.09,,,,0.0,0.0,0.0
d1720545-d0a8-4c15-a53e-ef5ca99ac7ea,Gemma 3 1B Instruct,gemma-3-1b,2025-03-13,,,,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,1.1,1.2,24.2,0.135,0.237,0.052,0.017,0.007,0.484,0.0,,,,0.0,0.0,0.0
1d81aa1c-64c8-442a-9c41-81b37e407b91,Gemini 2.5 Flash-Lite,gemini-2-5-flash-lite,2025-06-17,296.319,0.308,0.308,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,34.7,28.9,71.3,0.724,0.474,0.037,0.4,0.177,0.926,0.5,,,,0.175,0.1,0.4
219ed587-60c5-4a48-9517-8480e08d0ca1,Gemini 2.5 Flash (Reasoning),gemini-2-5-flash-reasoning,2025-05-20,296.776,16.674,16.674,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,58.4,54.4,90.2,0.832,0.79,0.111,0.695,0.394,0.981,0.823,0.733,0.503,0.617,0.85,0.3,2.5
27202e5f-c82d-4710-92e9-4317877d4883,Gemini 2.5 Pro,gemini-2-5-pro,2025-06-05,143.758,38.145,38.145,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,64.6,61.5,92.7,0.862,0.844,0.211,0.801,0.428,0.967,0.887,0.877,0.487,0.66,3.438,1.25,10.0
2e6400f5-85ca-4ebc-ba8f-c2811a631138,Gemma 3 12B Instruct,gemma-3-12b,2025-03-12,,,,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,24.0,15.5,53.7,0.595,0.349,0.048,0.137,0.174,0.853,0.22,0.183,0.367,0.067,0.063,0.05,0.1
6afbfb62-27e4-435e-9c85-d9fe1b92519e,Gemini 2.5 Flash,gemini-2-5-flash,2025-05-20,257.814,0.312,0.312,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,47.3,39.3,71.6,0.809,0.683,0.051,0.495,0.291,0.932,0.5,0.603,0.39,0.459,0.85,0.3,2.5
f4e8194a-d0e6-48eb-92be-4307de5aeeec,Gemini 2.5 Flash-Lite (Reasoning),gemini-2-5-flash-lite-reasoning,2025-06-17,435.88,10.038,10.038,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,44.3,39.3,83.6,0.759,0.625,0.064,0.593,0.193,0.969,0.703,,,,0.175,0.1,0.4
a797eaf3-6d75-4f29-86a8-e1243ce52d43,Gemma 3n E4B Instruct,gemma-3n-e4b,2025-06-26,85.951,0.324,0.324,faddc6d9-2c14-445f-9b28-56726f59c793,Google,google,18.5,11.3,45.4,0.488,0.296,0.044,0.146,0.081,0.771,0.137,0.143,0.279,0.0,0.025,0.02,0.04
d034dafe-463d-4c50-956f-84fca657b26f,Claude 4 Sonnet,claude-4-sonnet,2025-05-22,97.854,1.185,1.185,f0aa413f-e8ae-4fcd-9c48-0e049f4f3128,Anthropic,anthropic,45.7,41.1,67.0,0.837,0.683,0.04,0.449,0.373,0.934,0.407,0.38,0.454,0.443,6.0,3.0,15.0
a7564055-f8ba-4c4b-9e2d-060f61263645,Claude 4 Sonnet (Extended Thinking),claude-4-sonnet-thinking,2025-05-22,58.158,0.955,35.344,f0aa413f-e8ae-4fcd-9c48-0e049f4f3128,Anthropic,anthropic,58.8,52.8,88.2,0.842,0.777,0.096,0.655,0.4,0.991,0.773,0.743,0.547,0.647,6.0,3.0,15.0
f2f60e3a-e5f5-4471-acd2-9f2f29c76007,Claude 4.1 Opus,claude-4-1-opus,2025-08-05,25.842,2.472,2.472,f0aa413f-e8ae-4fcd-9c48-0e049f4f3128,Anthropic,anthropic,49.0,,,,,,,,,,,,,30.0,15.0,75.0
504412c2-2ada-499b-aebf-7e0a35c9d286,Claude 4 Opus,claude-4-opus,2025-05-22,18.689,1.565,1.565,f0aa413f-e8ae-4fcd-9c48-0e049f4f3128,Anthropic,anthropic,46.6,47.5,75.2,0.86,0.701,0.059,0.542,0.409,0.941,0.563,0.363,0.433,0.36,30.0,15.0,75.0
8a4a5ead-7789-4389-8400-30e9d20370b7,Claude 4 Opus (Extended Thinking),claude-4-opus-thinking,2025-05-22,18.802,1.477,107.848,f0aa413f-e8ae-4fcd-9c48-0e049f4f3128,Anthropic,anthropic,55.3,51.7,86.9,0.873,0.796,0.117,0.636,0.398,0.982,0.757,0.733,0.537,0.337,30.0,15.0,75.0
ccbfa8c3-a762-480b-aade-34fb9697f98c,Claude 4.1 Opus (Extended Thinking),claude-4-1-opus-thinking,2025-08-05,,,,f0aa413f-e8ae-4fcd-9c48-0e049f4f3128,Anthropic,anthropic,61.0,,,,,,,,,,,,,30.0,15.0,75.0
27272c33-a688-4c3a-bf46-b0a1f51651d8,Ministral 8B,ministral-8b,2024-10-16,180.783,0.302,0.302,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,10.4,11.3,30.4,0.389,0.276,0.049,0.112,0.115,0.571,0.037,,,,0.1,0.1,0.1
459543f9-d14e-43c8-8a23-3fbfbb5f69ee,Ministral 3B,ministral-3b,2024-10-16,279.96,0.286,0.286,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,7.5,8.1,26.8,0.339,0.26,0.055,0.069,0.094,0.537,0.0,,,,0.04,0.04,0.04
660965b2-66d2-49ee-a6b9-79a6ac47d3c0,Magistral Medium,magistral-medium,2025-06-10,150.632,0.392,13.669,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,37.6,41.2,80.9,0.753,0.679,0.095,0.527,0.297,0.917,0.7,0.403,0.251,0.0,2.75,2.0,5.0
0fec07d5-a9b2-407a-b5f8-5bf10bd86b59,Magistral Small,magistral-small,2025-06-10,210.842,0.318,9.804,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,36.0,37.8,83.8,0.746,0.641,0.072,0.514,0.241,0.963,0.713,0.413,0.248,0.0,0.75,0.5,1.5
fd83b089-139a-4445-8989-583993889b64,Codestral (Jan '25),codestral,2025-01-13,188.126,0.291,0.291,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,15.9,24.5,32.5,0.446,0.312,0.045,0.243,0.247,0.607,0.043,,,,0.45,0.3,0.9
9eae4ec4-61b8-48bc-9843-3edd506ae933,Devstral Small (Jul '25),devstral-small,2025-07-10,158.312,0.32,0.32,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,20.5,24.9,31.9,0.622,0.414,0.037,0.254,0.243,0.635,0.003,,,,0.15,0.1,0.3
59e22326-1bca-4432-a5fa-147fbe8854e7,Mistral Medium 3,mistral-medium-3,2025-05-07,57.239,0.387,0.387,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,38.6,36.5,67.3,0.76,0.578,0.043,0.4,0.331,0.907,0.44,0.303,0.393,0.28,0.8,0.4,2.0
43da3718-3d6e-40dd-901a-05664179ff7f,Mistral Small 3.2,mistral-small-3-2,2025-06-20,170.783,0.281,0.281,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,31.8,26.9,60.3,0.681,0.505,0.043,0.275,0.264,0.883,0.323,0.27,0.335,0.173,0.15,0.1,0.3
aba82268-2bb7-4a0f-80be-9b7722e2145b,Devstral Medium,devstral-medium,2025-07-10,114.9,0.371,0.371,b5c0639a-cc9c-443b-a07e-bae6b7088933,Mistral,mistral,31.3,31.5,38.7,0.708,0.492,0.038,0.337,0.294,0.707,0.067,0.047,0.299,0.287,0.8,0.4,2.0
a83f84b3-473a-4276-9ae1-8909da723159,DeepSeek R1 0528 (May '25),deepseek-r1,2025-05-28,20.842,3.322,99.283,58b835bf-4c87-4f87-a846-df4b692c6e7d,DeepSeek,deepseek,58.7,58.7,93.8,0.849,0.813,0.149,0.77,0.403,0.983,0.893,0.76,0.396,0.56,0.96,0.55,2.19
6000145b-0e3d-4fef-a55f-bcaac84803b2,DeepSeek R1 0528 Qwen3 8B,deepseek-r1-qwen3-8b,2025-05-29,91.98,0.725,22.469,58b835bf-4c87-4f87-a846-df4b692c6e7d,DeepSeek,deepseek,41.5,35.9,79.1,0.739,0.612,0.056,0.513,0.204,0.932,0.65,,,,0.065,0.055,0.095
98e3230e-cee1-4c19-b9f8-b6b6a826ca93,R1 1776,r1-1776,2025-02-18,,,,941fc0f0-1d4e-405a-95b2-2d49494e0e6c,Perplexity,perplexity,22.2,,,,,,,,0.954,,,,,3.5,2.0,8.0
5ea94a4a-55ac-4ea1-8898-2b3971e94af6,Grok 4,grok-4,2025-07-10,83.103,4.703,4.703,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,67.5,63.8,96.7,0.866,0.877,0.239,0.819,0.457,0.99,0.943,0.927,0.537,0.68,6.0,3.0,15.0
ec3b22e6-48ac-416a-b4ae-55565a4f3046,Grok 3 Reasoning Beta,grok-3-reasoning,,,,,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,45.6,,,,,,,,,,,,,0.0,0.0,0.0
ff9bc5e5-a02f-4270-983e-4b3f834f3363,Grok 3 mini Reasoning (high),grok-3-mini-reasoning,2025-02-19,208.798,0.733,10.311,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,58.0,55.1,96.3,0.828,0.791,0.111,0.696,0.406,0.992,0.933,0.847,0.459,0.503,0.35,0.3,0.5
2443ac9e-a3db-423d-accb-8963f6fb0a53,Grok 3,grok-3,2025-02-19,40.491,1.014,1.014,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,39.9,39.7,60.0,0.799,0.693,0.051,0.425,0.368,0.87,0.33,,,,6.0,3.0,15.0
2b884d9e-3898-49f7-8942-1def4d1a89d3,Grok 3 mini Reasoning (Low),grok-3-mini-reasoning-low,2025-02-19,160.315,0.665,13.14,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,,,,,,,,,,,,,,0.35,0.3,0.5
e58bbffd-fdc2-412a-b6d7-ca0e3f5d611a,Nova Premier,nova-premier,2025-04-30,91.835,0.871,0.871,bb5a4e55-7969-4ab4-8702-3b9fd6547dc2,Amazon,aws,34.8,29.8,50.5,0.733,0.569,0.047,0.317,0.279,0.839,0.17,0.173,0.362,0.3,5.0,2.5,12.5
ee708f92-374e-4123-b900-e22d7b2afc19,Phi-4,phi-4,2024-12-12,43.786,0.422,0.422,ef5ce458-9986-4652-915a-e31fac5506b0,Microsoft Azure,azure,27.9,24.6,47.7,0.714,0.575,0.041,0.231,0.26,0.81,0.143,0.18,0.235,0.0,0.219,0.125,0.5
2cd04201-2b6e-47ef-853e-7601f705f2a8,Phi-4 Multimodal Instruct,phi-4-multimodal,2025-02-26,22.433,0.334,0.334,ef5ce458-9986-4652-915a-e31fac5506b0,Microsoft Azure,azure,15.1,12.1,39.3,0.485,0.315,0.044,0.131,0.11,0.693,0.093,,,,0.0,0.0,0.0
eb689f7a-f210-4a87-b407-f249897f2764,Solar Pro 2 (Reasoning),solar-pro-2-reasoning,2025-07-09,119.52,1.265,17.999,64ff7f06-c6fb-42ea-ba24-9cd103ab2d61,Upstage,upstage,43.3,45.9,82.8,0.805,0.687,0.07,0.616,0.302,0.967,0.69,0.613,0.371,0.0,0.5,0.5,0.5
44db6283-aa82-4799-af4a-679fe0530845,Solar Pro 2,solar-pro-2,2025-07-09,133.371,1.226,1.226,64ff7f06-c6fb-42ea-ba24-9cd103ab2d61,Upstage,upstage,33.2,33.6,64.8,0.75,0.561,0.038,0.424,0.248,0.889,0.407,0.3,0.337,0.0,0.5,0.5,0.5
643791e1-941a-4bc4-b556-07349a7c4a70,MiniMax-Text-01,minimax-text-01,2025-01-14,37.128,0.994,0.994,a31a9071-6144-4dbb-92dc-2e02d653ecea,MiniMax,minimax,29.1,24.8,44.2,0.759,0.578,0.042,0.247,0.25,0.753,0.13,,,,0.425,0.2,1.1
385376b1-9815-47dd-83cc-85aac34f247d,MiniMax M1 40k,minimax-m1-40k,2025-06-17,21.442,1.339,94.616,a31a9071-6144-4dbb-92dc-2e02d653ecea,MiniMax,minimax,51.1,51.8,89.3,0.808,0.682,0.075,0.657,0.378,0.972,0.813,,,,0.825,0.4,2.1
9ca246a7-cf13-42c9-9182-5b5ad6b79026,MiniMax M1 80k,minimax-m1-80k,2025-06-17,18.593,1.262,108.831,a31a9071-6144-4dbb-92dc-2e02d653ecea,MiniMax,minimax,53.1,54.3,91.3,0.816,0.697,0.082,0.711,0.374,0.98,0.847,0.61,0.418,0.543,0.825,0.4,2.1
7393c56a-ec31-48e9-b804-c04f2d2cb641,Llama 3.1 Nemotron Instruct 70B,llama-3-1-nemotron-instruct-70b,2024-10-15,42.424,0.26,0.26,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,nvidia,26.0,20.1,49.0,0.69,0.465,0.046,0.169,0.233,0.733,0.247,,,,0.165,0.12,0.3
cf095603-72b6-47f8-8ee1-09a42890f92a,Llama 3.1 Nemotron Ultra 253B v1 (Reasoning),llama-3-1-nemotron-ultra-253b-v1-reasoning,2025-04-07,41.782,0.687,48.554,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,nvidia,46.4,49.4,84.9,0.825,0.728,0.081,0.641,0.347,0.952,0.747,0.637,0.382,0.073,0.9,0.6,1.8
c4c3b42f-e0f0-48ca-b6f9-b296e7697806,Llama 3.3 Nemotron Super 49B v1,llama-3-3-nemotron-super-49b,2025-03-18,,,,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,nvidia,28.1,25.5,48.4,0.698,0.517,0.035,0.28,0.229,0.775,0.193,,,,0.0,0.0,0.0
1a8ba535-df18-459b-ad40-3199191296d7,Llama 3.3 Nemotron Super 49B v1 (Reasoning),llama-3-3-nemotron-super-49b-reasoning,2025-03-18,,,,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,nvidia,40.5,28.0,77.1,0.785,0.643,0.065,0.277,0.282,0.959,0.583,,,,0.0,0.0,0.0
26c0b5df-efa7-470f-a65e-2d883329e493,Llama Nemotron Super 49B v1.5,llama-nemotron-super-49b-v1-5,2025-07-25,,,,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,nvidia,26.9,26.4,45.3,0.692,0.481,0.043,0.29,0.238,0.77,0.137,,0.329,0.22,0.0,0.0,0.0
e1cfa926-9e2b-4a0d-8c31-48366a5041c5,Llama Nemotron Super 49B v1.5 (Reasoning),llama-nemotron-super-49b-v1-5-reasoning,2025-07-25,,,,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,nvidia,52.4,54.2,92.2,0.814,0.748,0.068,0.737,0.348,0.983,0.86,0.767,0.37,0.34,0.0,0.0,0.0
b1fa84f8-1ed3-4124-b403-4655dafa4267,Llama 3.1 Nemotron Nano 4B v1.1 (Reasoning),llama-3-1-nemotron-nano-4b-reasoning,2025-05-20,,,,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,nvidia,34.1,29.7,82.7,0.556,0.408,0.051,0.493,0.101,0.947,0.707,,,,0.0,0.0,0.0
441734a9-8901-4850-9bae-b474c370291f,Kimi K2,kimi-k2,2025-07-11,44.228,0.51,0.51,0a177021-87dd-4250-9a37-f01df196bfe0,Moonshot AI,moonshotai,48.6,36.5,83.2,0.824,0.766,0.07,0.556,0.175,0.971,0.693,0.57,0.415,0.51,1.075,0.6,2.5
2cff73da-4855-403c-afc9-5540feadcc15,Granite 3.3 Instruct 8B,granite-3-3-8b-instruct,2025-04-16,126.187,0.396,0.396,512ef1e4-e02e-4532-a5f2-d11a40962498,IBM,ibm,17.6,11.4,35.6,0.468,0.338,0.042,0.127,0.101,0.665,0.047,0.067,0.224,0.043,0.085,0.03,0.25
dbbcf240-a69e-4078-8f16-7c94c7a8c514,Reka Flash 3,reka-flash-3,2025-03-10,55.952,1.297,37.042,4571a280-f096-486f-b220-dffc3e522b0f,Reka AI,reka-ai,36.3,35.1,70.1,0.669,0.529,0.051,0.435,0.267,0.893,0.51,,,,0.35,0.2,0.8
b7726745-9c77-40c3-8452-974cb53d6fbc,DeepHermes 3 - Llama-3.1 8B Preview,deephermes-3-llama-3-1-8b-preview,2025-02-13,,,,0a2f41cc-2cbc-4949-be54-9fef1319d4a9,Nous Research,nous-research,4.0,8.8,10.9,0.365,0.27,0.043,0.085,0.091,0.218,0.0,,,,0.0,0.0,0.0
a8efb564-9d17-4d7f-8f43-e9110657ce21,DeepHermes 3 - Mistral 24B Preview,deephermes-3-mistral-24b-preview,2025-03-13,,,,0a2f41cc-2cbc-4949-be54-9fef1319d4a9,Nous Research,nous-research,18.4,21.1,32.1,0.58,0.382,0.039,0.195,0.228,0.595,0.047,,,,0.0,0.0,0.0
44b19b51-5367-4ef9-a2ff-2f90b89a0867,EXAONE 4.0 32B (Reasoning),exaone-4-0-32b-reasoning,2025-07-18,99.751,0.283,20.333,45157c16-fcbb-4110-b20f-7bca754b6554,LG AI Research,lg,50.7,54.5,91.0,0.818,0.739,0.105,0.747,0.344,0.977,0.843,0.8,0.363,0.14,0.7,0.6,1.0
2f60d80d-c3d3-4a43-bded-0557898c4618,EXAONE 4.0 32B,exaone-4-0-32b,,88.132,0.272,0.272,45157c16-fcbb-4110-b20f-7bca754b6554,LG AI Research,lg,40.1,36.2,70.5,0.768,0.628,0.049,0.472,0.252,0.939,0.47,,,,0.7,0.6,1.0
5d303dc9-c027-401f-9803-4e9aa3331007,GLM-4.5-Air,glm-4-5-air,2025-07-28,177.568,0.534,11.797,67437eb6-7dc1-4e93-befd-22c8b8ec2065,Z AI,zai,49.5,49.5,81.9,0.815,0.733,0.068,0.684,0.306,0.965,0.673,,,,0.425,0.2,1.1
1cf439b8-0cfd-47b2-9de2-9a2157e6762b,GLM-4.5,glm-4.5,2025-07-28,53.278,0.644,38.182,67437eb6-7dc1-4e93-befd-22c8b8ec2065,Z AI,zai,56.1,54.3,92.6,0.835,0.782,0.122,0.738,0.348,0.979,0.873,0.737,0.441,0.483,0.964,0.57,2.145
0f3ef2df-fb25-4ffd-8b78-f0432b633833,Aya Expanse 32B,aya-expanse-32b,2024-10-24,119.4,0.171,0.171,671d3708-c407-4b8f-b350-f728e4689d26,Cohere,cohere,8.0,14.3,22.4,0.377,0.23,0.045,0.137,0.149,0.449,0.0,,,,0.75,0.5,1.5
c44b9736-5853-4257-8190-b4f2a8601367,Aya Expanse 8B,aya-expanse-8b,2024-10-24,167.206,0.147,0.147,671d3708-c407-4b8f-b350-f728e4689d26,Cohere,cohere,3.8,7.4,16.0,0.312,0.247,0.051,0.07,0.078,0.321,0.0,,,,0.75,0.5,1.5
